"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"CCS:163","other non-or therapeutic...system",0.0005119214941921,0.0163179168217782,0,0.0384404476162308
"CCS:19","other therapeutic procedures...cornea",-0.00783764695762161,0.102260650010655,0,0.109770858537845
"LOINC:2106-3","choriogonadotropin pregnancy test",0.0199859386745384,0.0260816678478521,0,0.0331186545926647
"PheCode:260.7","polyphagia",0,0,0,0
"PheCode:280.1","iron deficiency anemias,...loss",0,0,0,0
"PheCode:300.1","anxiety disorder",0,0,0,0
"PheCode:301.2","antisocial/borderline personality disorder",0.00395741835604827,0.0221618213751858,0,0.0506694095242035
"PheCode:305.2","eating disorder",0.0913370744308041,-0.000997141548997073,0,0
"PheCode:338.2","chronic pain",0.0436576700962712,0.021538126275059,0,0.0107024834377991
"PheCode:355.1","chronic pain syndrome",0.0491490529252513,0.045976035012172,0,0.0424693763581711
"PheCode:356","hereditary and idiopathic peripheral neuropathy",0.0325918841211982,-0.00308345126775326,0,0
"PheCode:357","inflammatory and toxic neuropathy",0.0407046563436,-0.00623208895591826,0,0
"PheCode:374.3","ptosis of eyelid",0.00857801004314074,0.130171774080774,0,0.130438628202669
"PheCode:374.6","dermatochalasis",-0.00485222859946971,0.102508949098547,0,0.100402144435583
"PheCode:375.1","dry eyes",0,0,0,0
"PheCode:386.9","dizziness and giddiness...vertigo",0,0,0,0
"PheCode:395.1","nonrheumatic mitral valve disorders",0,0,0,0
"PheCode:427.7","tachycardia nos",0.0373192845243562,-0.00184746247535416,0,0
"PheCode:458.1","orthostatic hypotension",0.096681257446877,-0.00581164701991513,0,0
"PheCode:521.1","dental caries",0.00184065969570069,0.00942802068810968,0,0.00395849956907826
"PheCode:523.3","periodontitis acute or chronic",-0.000380513370829983,0.0256517088303277,0,0.0613493693796622
"PheCode:525.1","loss of teeth or edentulism",-0.000115171175610645,0.00466514247376651,0,0.0137836790189575
"PheCode:536.3","gastroparesis",0.110170582337432,0.00186309235941936,0,0
"PheCode:726.1","enthesopathy",-0.00355543528462657,0.0114216298444767,0,0.0250021950133424
"PheCode:728.2","laxity of ligament or hypermobility syndrome",0.0175739560003525,0.299583539201588,0,0.326701791692279
"PheCode:742.9","other derangement of joint",0.0780315015282538,-0.00146542384774779,0,0
"PheCode:745","pain in joint",0.00386075171754693,0.00342513197334829,0,0.010993746081217
"PheCode:760","back pain",0,0,0,0.00020614014196856
"PheCode:761","cervicalgia",0,0,0,0.000148699985399628
"PheCode:769","nonallopathic lesions nec",0.152991799126835,0.0285713899643961,0.0663668146798161,0.00837272668393179
"PheCode:770","myalgia and myositis unspecified",0.0430332945843497,0.0441109279353543,0,0.0394079191782638
"PheCode:788","syncope and collapse",0,0,0,0
"RXNORM:1292","baclofen",0.0132525552984121,0.000354007045848007,0,0
"RXNORM:214130","acetaminophen/butalbital/caffeine",0.0184665106598783,-0.00442180674366664,0,0
"RXNORM:2598","clonazepam",0.00367556357651096,0.00119953813948864,0,0
"RXNORM:37418","sumatriptan",0,0,0,0.0284548069878588
"RXNORM:6963","midodrine",0.0463599839695327,-0.00233879604511324,0,0
