"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"CCS:142","partial excision bone",0,0,0,0
"CCS:147","treatment, fracture or...femur",0,0,0.00314998543083351,0
"CCS:148","other fracture and dislocation procedure",0,0,0,0
"CCS:155","arthrocentesis",0,0,0,0
"CCS:156","injections and aspirations...tissue",0.0145537314509606,0.00240456178132502,0.0323896156525687,0
"CCS:158","spinal fusion",0,0,0.031516665596206,0
"CCS:161","other or therapeutic procedures on bone",0.0306058140030117,-0.00479045961941986,0.0247695775534602,0
"CCS:162","other or therapeutic procedures on joints",0,0,0,0
"CCS:163","other non-or therapeutic...system",0.0106124147729712,-0.00147974779652293,0.0145207130496378,0
"CCS:175","other or therapeutic procedures on skin and breast",0,0,0.00344263833614678,0
"CCS:213","physical therapy exercises,...procedures",0,0,0,0
"CCS:215","other physical therapy and rehabilitation",0,0,0,0
"CCS:218","psychological and psychiatric...therapy",0,0,0,0
"CCS:3","laminectomy, excision intervertebral disc",0,0,0,0
"CCS:5","insertion of catheter...canal",0,0,0.0137796181642505,0
"CCS:7","other diagnostic nervous system procedures",0,0,0,0
"CCS:8","other non-or or...procedures",0,0,0.00760776086412685,0
"CCS:9","other or therapeutic nervous system procedures",0.00364087880943992,0.0032490017933841,0.00861344584092212,0.00848634329558176
"LOINC:10976-9","6-monoacetylmorphine",0,0,0,0
"LOINC:10998-3","oxycodone",0,0,0,0
"LOINC:11235-9","fentanyl, urine group:ufentnyl",0,0,0,0
"LOINC:12308-3","hydrocodone, urine group:vicodin",0,0,0,0
"LOINC:12382-8","temazepam",0,0,0,0
"LOINC:15372-6","nordiazepam, urine group:unordz",0,0,0.029039104380012,0
"LOINC:16201-6","oxazepam",0,0,0,0
"LOINC:16228-9","nordiazepam",0.0116865083686314,-0.0018181819041655,3.52335637130302e-15,0
"LOINC:16250-3","codeine, urine group:ucodeine",0,0,0,0
"LOINC:16251-1","morphine",0,0,0,0
"LOINC:16252-9","hydrocodone, urine group:vicodin",0,0,0,0
"LOINC:16998-7","hydromorphone, urine group:uhdrmor",0,0,0,0
"LOINC:17088-6","lorazepam, urine group:ulor",0,0,0,0
"LOINC:17719-6","tramadol, urine group:tramadu",0,0,0,0
"LOINC:17861-6","scca group:scca",0,0,0.0267235086129574,0
"LOINC:19411-8","codeine, urine group:ucodeine",0,0,0,0
"LOINC:19486-0","hydromorphone, urine group:uhdrmor",0,0,0,0
"LOINC:19520-6","lorazepam, urine group:ulor",0,0,0,0
"LOINC:19597-4","morphine, urine group:umorph",0,0,0,0
"LOINC:19638-6","oxazepam, urine group:uoxazep",0,0,0,0
"LOINC:19648-5","oxymorphone, urine ng/ml group:uoxymorph",0,0,0,0
"LOINC:20559-1","temazepam, urine group:utemaz",0,0,0,0
"LOINC:28073-5","7-aminoclonazepam",0,0,0,0
"LOINC:3313-4","alprazolam, urine group:ualpraz",0,0,0,0
"LOINC:3414-0","buprenorphine",0,0,0,0
"LOINC:41858-2","eddp, urine group:u-eddp",0,0,0,0
"LOINC:9679-2","scca group:scca",0,0,0.00713657221910078,0
"LOINC:X7059-9","creatinine, urine aldulterant group:ucreadlt",0,0,0.00656657728917793,0
"Other lab:1200000923","ualdhyd",0,0,0,0.0240818740288638
"Other lab:1200001632","wbcclum",0,0,0,0
"Other lab:1200013928","volume",0,0,0,0
"Other lab:1200027925","prealb",0,0,0,0.0108461058420768
"Other lab:1200030359","barbs",0,0,0,0.00415870163410589
"Other lab:1200090905","uhalogn",0,0,0,0.000118317244478802
"Other lab:1200093430","pct",0,0,0,0
"Other lab:1200094637","u perox",0,0,0,0
"Other lab:1200094819","uoxidnt",0,0,0,1.94746732253818e-15
"Other lab:1200095144","uchromt",0,0,0,2.46514850954199e-16
"Other lab:1200097705","u nitrt",0,0,0,0
"Other lab:1200115964","prealb",0,0,0,0
"Other lab:1200131781","drug screen creat",0,0,0,0.0179860867036663
"Other lab:1200139583","opiate confirm",0,0.000210438723251357,0,0.0243663535449301
"Other lab:1200139584","oxycod confirm",0,8.18407898133676e-08,0,0.00113408789448335
"PheCode:170.1","bone cancer",0.00631882230058009,-0.00168318838043067,0.00645160600318448,0
"PheCode:291.4","specific nonpsychotic mental...damage",0,0,0,0
"PheCode:292.1","aphasia/speech disturbance",0,0,0,0
"PheCode:296.2","depression",0,0,0,0
"PheCode:300.1","anxiety disorder",0,0,0,0
"PheCode:300.4","dysthymic disorder",0,0,0,0
"PheCode:300.9","posttraumatic stress disorder",0,0,0.00387603587404676,0
"PheCode:301.2","antisocial/borderline personality disorder",0,0,0,0
"PheCode:303.4","somatoform disorder",0.00316651697178005,0.000954410487937781,0,0
"PheCode:304","adjustment reaction",0,0,0,0
"PheCode:318","tobacco use disorder",0,0,0,0
"PheCode:323.2","acute transverse myelitis",0,0,0,0.00232261583432844
"PheCode:324","other cns infection and poliomyelitis",0,0,0,0
"PheCode:327.4","insomnia",0,0,0,0
"PheCode:327.7","sleep related movement disorders",0,0,0,0
"PheCode:333.4","torsion dystonia",0.00808311522272949,0.00347473627443252,0.0125681206745432,0
"PheCode:334.2","anterior horn cell disease",0,0,0,0
"PheCode:335","multiple sclerosis",0.0139021935062651,0.0440217273864641,0,0.0443715404588949
"PheCode:338.1","acute pain",0,0,0.0180624855095881,0
"PheCode:338.2","chronic pain",0.0339262545486337,0.00290051242995119,0.030476052071599,0
"PheCode:339","other headache syndromes",0,0,0,0
"PheCode:343","infantile cerebral palsy",0.00756031220554052,0.011936534560852,0,0.0178372103755831
"PheCode:344","other paralytic syndromes",0.0342503712533083,0.0692605801543519,0.0336233259020559,0.0647495621917796
"PheCode:350.1","abnormal involuntary movements",0,0,0,0
"PheCode:350.2","abnormality of gait",0,0,0,0
"PheCode:351","other peripheral nerve disorders",0,0,0,0
"PheCode:352.1","trigeminal nerve disorders [cn5]",0,0,0,0
"PheCode:353.1","nerve plexus lesions",0.0103600376609476,0.00117400219700272,0.00819471422378316,0
"PheCode:355.1","chronic pain syndrome",0.00387506463604526,0.00195338525848865,0.00729827112257449,0.00797557050417864
"PheCode:356","hereditary and idiopathic peripheral neuropathy",0,0,0,0
"PheCode:512.2","painful respiration",0,0,0,0
"PheCode:526.4","temporomandibular joint disorders",0,0,0,0
"PheCode:596.5","functional disorders of bladder",0.00912004577316793,0.0155351679859656,0.0145454064836926,0.0202882482479594
"PheCode:599.2","retention of urine",0,0,0,0
"PheCode:599.4","urinary incontinence",0,0,0,0
"PheCode:687.4","disturbance of skin sensation",0,0,0,0
"PheCode:707.1","decubitus ulcer",0,0,0,0.00368968586599473
"PheCode:710.1","osteomyelitis",0,0,0.000139454076585536,0
"PheCode:711.1","pyogenic arthritis",0,0,0,0
"PheCode:715.1","sacroiliitis nec",0.00976021414889488,0.00141041161226484,0.0236591803259336,0
"PheCode:716.9","arthropathy nos",0,0,0,0
"PheCode:720.1","spinal stenosis of lumbar region",0,0,0,0
"PheCode:721.1","spondylosis without myelopathy",0.031110321889301,0.00292991702595294,0.00781073035401367,0
"PheCode:721.2","spondylosis with myelopathy",0,0,0.020527574272156,0
"PheCode:722.1","displacement of intervertebral disc",0.0186282362607837,2.67100539562652e-05,0.0395585194335026,0
"PheCode:722.6","degeneration of intervertebral disc",0.0190142137647522,0.000500182766184213,0.0118081762779048,0
"PheCode:722.7","intervertebral disc disorder with myelopathy",0,0,0,0
"PheCode:722.8","postlaminectomy syndrome",0.0454256090673389,0.0138795441516704,0.0337447437986538,0
"PheCode:722.9","other and unspecified disc disorder",0,0,0.000226980513182274,0
"PheCode:724.1","disorders of sacrum",0.00419399384877112,0.000864675736892735,0.011061616952177,0
"PheCode:724.8","other symptoms referable to back",0.0337700750063962,0.0107610654116021,0.0390968769857702,0
"PheCode:724.9","other unspecified back disorders",0.00842021624333379,0.00248140587929882,0.00250679987220737,0
"PheCode:726.1","enthesopathy",0,0,0,0
"PheCode:728.1","muscular calcification and ossification",0,0,0,0
"PheCode:733.4","aseptic necrosis of bone",0,0,2.48759990889485e-05,0
"PheCode:733.8","malunion and nonunion of fracture",0.0291679270301811,-0.00111245464726369,0.0303079239681515,0
"PheCode:737.1","kyphosis acquired",0.020299561230679,-0.00436454601842816,0.03703113918197,0
"PheCode:737.3","kyphoscoliosis and scoliosis",0,0,0,0
"PheCode:738.4","acquired spondylolisthesis",0,0,0,0
"PheCode:739","contracture of joint",0,0,0,0.00423173842180233
"PheCode:740.1","osteoarthritis; localized",0,0,0,0
"PheCode:742.9","other derangement of joint",0,0,0,0
"PheCode:743.2","pathologic fracture",0.00735764271368521,-0.00163131804943873,0.00471818237936708,0
"PheCode:745","pain in joint",0,0,0,0
"PheCode:755.4","congenital anomalies of...girdle",-0.00177193801402844,0.00933646465006753,0,0.0295369054838821
"PheCode:760","back pain",0,0,0,0
"PheCode:761","cervicalgia",0.022727727334738,0.00691426254829641,0.0278884974128773,0
"PheCode:763","thoracic or lumbosacral...unspecified",0.04972795327936,0.00526978824571358,0.0350017824534177,0
"PheCode:764","sciatica",0,0,0.0273500950586031,0
"PheCode:765","cervical radiculitis",0.00633182354227032,-0.000741985261571544,0.0186223760705633,0
"PheCode:766","neuralgia, neuritis, and radiculitis nos",0.0336077284361539,0.00764357301439338,0.036901474801759,0
"PheCode:769","nonallopathic lesions nec",0.0176771647638378,-0.00645793725739803,0.0371663678912663,0
"PheCode:770","myalgia and myositis unspecified",0.0431986307698057,0.00677207446557167,0.0343902275637316,0
"PheCode:771.2","cramp of limb",0,0,0.0181287284786634,0
"PheCode:772.2","spasm of muscle",0.0457424104922644,0.0551060093828338,0.0117617369634238,0.0553478293133961
"PheCode:800.1","fracture of neck of femur",0,0,0,0
"PheCode:800.2","fracture of unspecified part of femur",0,0,0,0
"PheCode:800.3","fracture of tibia and fibula",0.0155656755869914,-0.000579026624270954,0.0185055520238543,0
"PheCode:801.1","fracture of foot",0,0,0,0
"PheCode:802","fracture of pelvis",0,0,0,0
"PheCode:803.3","fracture of clavicle or scapula",0,0,0.0172865404490761,0
"PheCode:805","fracture of vertebral...injury",0.00285173753962125,0.000898499194934038,0.0226693641699158,0
"PheCode:807","fracture of ribs",0,0,0,0
"PheCode:809","fracture of unspecified bones",0.0405563247855049,-0.00159150757280401,0.0223784188850823,0
"PheCode:816","cerebral laceration and contusion",0,0,0,0.0107446572136093
"PheCode:819","skull and face...injury",0.000449169081094628,0.00254926274460355,0,0
"PheCode:830","dislocation",0,0,0,0
"PheCode:841","sprains and strains of back and neck",0,0,0,0
"PheCode:858","complication of internal orthopedic device",0.0124234124072517,0.00376356583565619,0.0224799590558755,0
"PheCode:907","injuries to the nervous system",0.0192724492883531,0.0145970889367124,0,0
"PheCode:952","spinal cord injury...injury",0.0280980924329193,0.0295664751410285,0.0226000558106792,0.0332406633355881
"PheCode:965.1","opiates and related...use",0,0,0,0
"RXNORM:1000104","incobotulinumtoxina",0,0,0,0.000832944040780127
"RXNORM:10030","stannous fluoride",0.00220301228134866,0.0220523241013133,0,0.0205815796929253
"RXNORM:1009149","aluminum hydroxide/magnesium hydroxide",0,0,0,0
"RXNORM:1012892","fingolimod",0.000985460978294928,0.0357518382358363,0,0.0391561883145538
"RXNORM:10156","sucralfate",0,0,0,0
"RXNORM:10323","talc",0,0,0,0
"RXNORM:10355","temazepam",0,0,0,0.00349499477482109
"RXNORM:10379","testosterone",0,0,0.00432366444666964,0
"RXNORM:1040053","dextromethorphan/quinidine",0,0.00968702564022238,0,0.0307811381459289
"RXNORM:10402","dronabinol",0.000375206622198939,0.000668513562679274,0,0
"RXNORM:10528","thrombin",0,0,0,0
"RXNORM:10689","tramadol",0.0208147790243338,0.0096376255256667,0.0296847066960273,0
"RXNORM:10737","trazodone",0,0,0,0
"RXNORM:10753","tretinoin",0,0,0,0
"RXNORM:10759","triamcinolone",0,0,0,0
"RXNORM:108118","mometasone",0,0,0.00272703814485519,0
"RXNORM:11118","divalproex",0,0,0,0
"RXNORM:1114195","rivaroxaban",0,0,0,0
"RXNORM:11170","verapamil",0,0,0,0
"RXNORM:11248","cyanocobalamin",0,0,0,0
"RXNORM:11253","vitamin d",0,0,0,0
"RXNORM:11416","zinc",0,0,0,0
"RXNORM:114477","levetiracetam",0,0,0,0
"RXNORM:1151","ascorbic acid",0.00914824066719537,0.0424630942960576,0,0.0031491268727619
"RXNORM:119565","tolterodine",0.00735935825039048,0.0214943035631694,0,0.0364790577717338
"RXNORM:1202","atenolol",0,0,0,0
"RXNORM:1249116","calamine/menthol/petrolatum/zinc oxide",0,0,0,0.00669999314528033
"RXNORM:125933","cranberry",0.000225837874451791,0.0175931778482397,0,0.0217107950176009
