"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"LOINC:12556-7","copper mg/dl group:cu",0,0,0.0425241558354225,0
"LOINC:13303-3","hla a+b+c typing group:hlatype",0,0,0.15964905895437,0
"LOINC:13347-0","rna polymerase abs group:rnapoly",0,0,0.00512175640347818,0
"LOINC:14135-8","cells.cd3+cd8+",0,0,0,0
"LOINC:16974-8","hiv 1 ab",0,0,0,0.00390908804666893
"LOINC:1742-6","alt sgpt group:sgpt",0,0,0.0225574208051156,0
"LOINC:1751-7","albumin group:alb",0,0,0.00141679316521768,0
"LOINC:1920-8","ast sgot group:sgot",0,0,0.0137551642323643,0
"LOINC:1975-2","total bilirubin group:tbili",0,0,-0.000726057487428923,0
"LOINC:2028-9","carbon dioxide group:co2",0,0,0.00431539045678933,0
"LOINC:20447-9","hiv 1 rna",0,0,0,0
"LOINC:2075-0","chloride group:cl",0,0,0.000998451987963188,0
"LOINC:22304-0","giardia abs group:giardab",0,0,0.0289025645133549,0
"LOINC:22477-4","rickettis ab spotted...group:ricksfgt",0,0,0.0113581953255774,0
"LOINC:2336-6","globulin group:glob",0,0,0.0116687617440123,0
"LOINC:24467-3","cells.cd3+cd4+",0,0,0,0
"LOINC:25835-0","hiv 1 rna",0,0.0170492969899566,0,0.028193504895842
"LOINC:26444-0","abs basos group:abasop",0,0,-0.00542685970609487,0
"LOINC:26449-9","abs eos group:aeosn",0,0,0.0121326527151037,0
"LOINC:26450-7","eosinophils group:eosp",0,0,0.00393728656290898,0
"LOINC:26474-7","abs lymphs group:alymp",0,0,-0.0156874605150113,0
"LOINC:26478-8","lymphocytes group:lymp",0,0,-0.00144651785461019,0
"LOINC:26484-6","abs monos group:amons",0,0,0.000348217345620168,0
"LOINC:26485-3","monocytes group:mon",0,0,0.00179425634797046,0
"LOINC:26499-4","abs neuts group:aneu",0,0,0.00240171364257094,0
"LOINC:26511-6","neutrophils group:neut",0,0,-0.00805700341236217,0
"LOINC:27099-1","vitamin b2 group:vitb2",0,0,0.00243140290761624,0
"LOINC:2885-2","total protein group:tp",0,0,-0.00946271946246471,0
"LOINC:2940-5","serotonin group:sero",0,0,0.0202319900831674,0
"LOINC:2951-2","sodium group:na",0,0,0.00242146239994031,0
"LOINC:29541-0","hiv 1 rna",0,0,0,0
"LOINC:29615-2","hepatitis b virus dna",0,0,0,0.0311309542845962
"LOINC:30180-4","basophils group:basop",0,0,0.0107279880351415,0
"LOINC:32363-4","jc pml virus dna group:jcdna",0,0,0.0391193836569825,0
"LOINC:32533-2","cells.cd3+cd4+/100 cells",0,0,0,0
"LOINC:32535-7","cells.cd3+cd8+/100 cells",0,0,0,0.00666922596187867
"LOINC:32537-3","cells.cd3+cd4+/cells.cd3+cd8+",0,0,0,0.0107544431322093
"LOINC:33630-5","hiv protease gene mutations detected",0,0,0,0.000465628517853113
"LOINC:41402-9","emtricitabine susceptability group:emtric",0,0,0.0575954596200073,0
"LOINC:4659-9","lap group:lap",0,0,0.00181604835793505,0
"LOINC:5271-2","anti-gpc ab group:gpc",0,0,0.0411460052796691,0
"LOINC:5388-4","toxoplasma gondii ab.igg",0,0,0,0
"LOINC:5390-0","toxoplasma gondii ab.igm",0,0,0,0
"LOINC:54218-3","cells.cd3+cd4+/cells.cd3+cd8+",0,0,0,0
"LOINC:6768-6","alkaline phosphatase group:alkp",0,0,-0.017963998371077,0
"LOINC:702-1","anisocytosis",0,0,0.00151351525152762,0
"LOINC:705-4","abs basos manual group:abaso",0,0,-0.00283996036665402,0
"LOINC:707-0","basophils - manual group:baso",0,0,0.011369412957435,0
"LOINC:711-2","abs eos auto group:aeos",0,0,0.00380961960355785,0
"LOINC:712-0","abs eos manual group:aeo",0,0,-0.00100111688122852,0
"LOINC:713-8","eosinophils - auto group:eos",0,0,-0.0111130604975461,0
"LOINC:714-6","eosinophils - manual group:eo",0,0,0.0121211659505866,0
"LOINC:728-6","hypochromia",0,0,0.0267883043229187,0
"LOINC:738-5","macrocytes",0,0,0.029461180951056,0
"LOINC:741-9","microcytes",0,0,0.0066448534884036,0
"LOINC:8101-8","cells.cd3+cd8+/100 cells",0,0,0,0
"LOINC:8117-4","cells.cd19/100 cells",-0.00370161177335086,0.0244552535605467,0,0.0205559481490618
"LOINC:8122-4","cells.cd3",-0.0126241254496189,0.0589791536993889,0,0.0592155098011712
"LOINC:8123-2","cells.cd3+cd4+/100 cells",0,0,0,0
"LOINC:8124-0","cells.cd3/100 cells",-0.0166911707109281,0.0516600566816532,0,0.0184972362592405
"LOINC:X1220-3","stool examination group:stlex",0,0,0.0490372722961256,0
"Other lab:1000057206","prealb",0,0,0,0.006760004077503
"Other lab:1200006707","segs",0,0,0,0
"Other lab:1200006718","bands",0,0,0,0
"Other lab:1200006739","platest",0,0,0,0
"Other lab:1200009009","metamy%",0,0.0124067924761169,0,0.0263426485729275
"Other lab:1200017419","uric ac",0,0,0,0
"Other lab:1200027925","prealb",0,0,0,0
"Other lab:1200055647","smrev",0,0,0,0.0256417594646275
"Other lab:1200066706","cd3%",0,0.0613338149434167,0,0.0946109023560002
"Other lab:1200068244","seg %",0,0,0,0
"Other lab:1200068868","bands %",0,0,0,0.0025381236730504
"Other lab:1200069503","basos %",0,0,0,0
"Other lab:1200069538","cd3",0,1.96124413589148e-15,0,2.04699793037392e-05
"Other lab:1200100322","poly",0,0,0,0
"Other lab:1200100778","baso#",0,0,0,0
"Other lab:1200101241","rdw",0,0,0,0
"Other lab:1200101646","micr",0,0.0174705908036699,0,0.0123523758736392
"Other lab:1200101826","vlymp",0,0.0779661680381213,0,0.0131849098149402
"Other lab:1200102163","meta#",0,0.0668870937191063,0,0.0207054090764481
"Other lab:1200102272","oval",0,0,0,0
"Other lab:1200102794","smud",0,0.0358075130774165,0,0.0493783320169934
"Other lab:1200102830","band#",0,0,0,0.0330611627398261
"Other lab:1200103215","metamy",0,0,0,0.0218261523496272
"Other lab:1200103317","vlymp#",0,0.0054466703277083,0,0.0462993417949619
"Other lab:1200103867","plt suf",0,0,0,0
"Other lab:1200103882","macro",0,0,0,0
"Other lab:1200104150","rbc mo",0,0,0,0
"Other lab:1200104357","myeloc",0,0.00239838942499162,0,0
"Other lab:1200104829","baso",0,0,0,0
"Other lab:1200105119","myelo#",0,0,0,0.0254655992117481
"Other lab:1200105455","band",0,0,0,0
"Other lab:1200106289","comp",0,0,0,0
"Other lab:1200106793","poikil",0,0,0,0
"Other lab:1200107519","wbc dif",0,0.00120900379583949,0,0
"Other lab:1400014009","uric ac",0,0,0,0
"Other lab:1400030610","protein",0,0,0,0.00650431920006381
"Other lab:1400032881","protein",0,0,0,0
"Other lab:1400037662","urobili",0,0,0,0.00509202413499832
"Other lab:1400037991","leu ase",0,0,0,0
"Other lab:1400040225","glu",0,0,0,0
"Other lab:1400043418","cd8%",0,0.0313275397432622,0,0.101311662342559
