"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"CCS:227","other diagnostic procedures...consultation",0.00924392213548197,0.0029688387895101,0.0087869946563646,0
"CCS:233","laboratory - chemistry and hematology",0.0158207855348542,-0.0263774403427648,0.0153371786568878,0
"LOINC:10466-1","anion gap 3",0.0328393476592363,-0.0144627276549299,0.0192176959986778,0
"LOINC:11207-8","afp, fluid group:fafp",0,0,0,0
"LOINC:13347-0","rna polymerase abs group:rnapoly",0,0,0,0
"LOINC:19048-8","nrbc% auto group:nrbc%",0.0361550393750302,0,0.0372437318741075,0
"LOINC:19071-0","phlebotomy therapeutic group:phleb-mls",0,0,0,0
"LOINC:2000-8","calcium group:ca",0.00649673670851125,0,0.00976354871900522,0
"LOINC:2028-9","carbon dioxide group:co2",0.0306613803435633,0,0.0129286263345002,0
"LOINC:2075-0","chloride group:cl",0.00535372375719098,0,0.00848221728183954,0
"LOINC:21396-7","mononuclear cells, csf group:cmnuc",0,0,0,0
"LOINC:21503-8","measles ab, igm group:rubem",0,0,0,0
"LOINC:2160-0","creatinine group:cre",0.0210415390279272,0,0.0137715137071997,0
"LOINC:22293-5","ebv early ab group:ebveab",0,0,0,0
"LOINC:25700-6","interpretation",0,0,0,0
"LOINC:27099-1","vitamin b2 group:vitb2",0,0,0,0
"LOINC:2823-3","potassium group:k",0.0029225706528273,0,0.0143321324337758,0
"LOINC:2951-2","sodium group:na",0,0,0.00366358971067558,0
"LOINC:3052-8","reverse t3 ng/dl group:revt3",0,0,0,0
"LOINC:3094-0","blood urea nitrogen group:bun",0.000949080909635084,0,0.00940735280626774,0
"LOINC:33914-3","gfr estimated group:gfr",0.00788320194162035,0,0.0153552094551849,0
"LOINC:34200-6","nrbc#, auto group:nrbca",0.0131634777940305,0,0.0119361257033357,0
"LOINC:42178-4","lipoprotein x group:lpx",0.00778806775470785,0,0.0074394746407061,0
"LOINC:43399-5","jak2 - v617f gene analysis group:v617f",0,0,0,0
"LOINC:4544-3","hct group:hct",0.0239910129254199,0,0.00594536888999247,0
"LOINC:56007-8","arachid induced 0.5 mm group:arach05",0,0,0,0
"LOINC:56008-6","collagen induced 1 ug/ml group:collag1",0,0,0,0
"LOINC:56009-4","collagen induced 5 ug/ml group:collag5",0,0,0,0
"LOINC:6690-2","wbc group:wbc",0.0342911050776722,0,0.0161824211267122,0
"LOINC:6777-7","glucose group:glu",0.00526390700466481,0,0.0110912207493417,0
"LOINC:6942-7","urine albumin electro group:ualb",0.000466905099767083,0,0.00217455981728106,0
"LOINC:718-7","hgb group:hgb",0,0,0.00289456731146464,0
"LOINC:772-4","erythrocytes.nucleated",0.00660432034202856,0.00966340784290833,0.00397378506379405,0
"LOINC:777-3","plt group:plt",0,0,0.0104177916342415,0
"LOINC:785-6","mch group:mch",0,0,0.0178359946723792,0
"LOINC:786-4","mchc group:mchc",0,0,0.00347672070249824,0
"LOINC:787-2","mcv group:mcv",0,0,0.00400026881534241,0
"LOINC:788-0","rdw group:rdw",0.000417065533912357,0,0.0107202140209481,0
"LOINC:789-8","erythrocytes",0.00590700081735466,-0.00438557554558566,5.98841293921856e-05,0
"LOINC:X1291-4","interpretation lipids group:ilipid",0,0,0.00207982535886563,0
"Other lab:1200003379","ca",0,0.0154706994340505,0,0.0375731004786694
"Other lab:1200129477","ig%",0,0.217520170299363,0,0.203313711423673
"Other lab:1200129478","ig#",0,2.12204674656508e-05,0,3.92313719321339e-07
"PheCode:222","benign neoplasm of male genital organs",0.00242352758767825,0.000998121847652287,0,0
"PheCode:261.3","vitamin c deficiencies",0.000679293266594371,-0.00154399873596884,0,0
"PheCode:272.1","hyperlipidemia",0.0619515405399708,0.0410513728274572,0.0567421203339795,0
"PheCode:367.9","blindness and low vision",-0.00167103122758396,0.0425881692649215,0,0.0416069387370041
"PheCode:389.3","degenerative and vascular disorders of ear",0.0145238714623886,-0.0154760767304443,0.0151150062141436,0
"PheCode:401.1","essential hypertension",0.0386092223261243,0.0136834105988313,0.0384239193196993,0
"PheCode:411.3","angina pectoris",-0.00388434339621525,0.0741461247812988,0,0.0838534740032741
"PheCode:433.2","occlusion of cerebral arteries",-0.00312092551398253,0.072425177089886,0,0.0756540729106705
"PheCode:446.1","thromboangiitis obliterans",0,0,0,0
"PheCode:526.8","exostosis of jaw",0.00605562974151617,0.00822359107267871,0.00238481557034275,0
"PheCode:716.8","palindromic rheumatism",0.00165713815936441,-0.0016230209924377,0,0
"PheCode:720.1","spinal stenosis of lumbar region",-0.00201344907393851,0.0852285435010163,0,0.0919522811310088
"PheCode:803.1","fracture of humerus",-0.00143439331751272,0.155854510523313,0,0.15152799311024
"PheCode:972.6","antihypertensive agents causing adverse effects",0.00281113869957156,-0.0026309653028126,0.00189892618892156,0
"RXNORM:1001472","dutasteride/tamsulosin",0,0,0.0233999334077321,0
"RXNORM:10046","starch",0.00353700128494395,0,0.00646566439667124,0
"RXNORM:1007809","magnesium sulfate/potassium sulfate/sodium sulfate",0,0,0,0
"RXNORM:1009015","amlodipine/olmesartan",0,0,0.00412345960565711,0
"RXNORM:1009153","potassium bicarbonate/potassium citrate",0,0,0,0
"RXNORM:10636","tolmetin",0,-0.00296010775039251,0,0
"RXNORM:10637","tolnaftate",0.00813625273468101,-0.0324824546998123,0,0
"RXNORM:107011","nystatin/triamcinolone",0.00292411136364261,0.00511829304427397,0,0
"RXNORM:10800","trifluoperazine",0.00522364166386016,-0.00651315592495361,0.00123143773532338,0
"RXNORM:108088","alclometasone",0,0,0,0
"RXNORM:1114883","curcuma",0,0,0,0
"RXNORM:11246","vitamin a",0.000639967020981967,0.0732245674659371,0,0.0827586431449731
"RXNORM:11359","lutein",0,0,0,0
"RXNORM:11413","zidovudine",0.000435212734571045,0.136088051807844,0,0.129028854193165
"RXNORM:11416","zinc",0.000346254245044951,0.0693744833002652,0,0.0562021422212915
"RXNORM:1191","aspirin",0.0543930740311462,-0.0359463238188116,0.0513943581318327,0
"RXNORM:125933","cranberry",0.00461633634679135,-0.0183471583642654,0,0
"RXNORM:1303098","aclidinium",0.00832974845569955,0.0121950817779385,0.00551195259439693,0
"RXNORM:134748","rasagiline",0.000254427508681715,0.105711978076115,0,0.0940975194788964
"RXNORM:135447","donepezil",0.000461807659503657,0.100143982581098,0,0.0712047793208481
"RXNORM:1373458","canagliflozin",0.012705693078743,0.00368857759017106,0.0115836943492504,0
"RXNORM:1421450","brimonidine/brinzolamide",0.0143967473692037,-0.0715191280153419,0.0139845982327687,0
"RXNORM:1424888","fluticasone/vilanterol",0,0,0,0
"RXNORM:1455099","vortioxetine",0,0,0,0
"RXNORM:1487514","umeclidinium",0,0,0.00819438661280871,0
"RXNORM:1487518","umeclidinium/vilanterol",0,0.00363779540672613,0,0
"RXNORM:151195","atenolol/chlorthalidone",0,0,0,0
"RXNORM:1540","bile salts",0,0,0,0
"RXNORM:1545653","empagliflozin",0.0141294953554011,-0.00865047975602759,0.0246690344529378,0
"RXNORM:1546887","abacavir/dolutegravir/lamivudine",0.00594791058481205,-0.0240924613962442,0.00484589596579311,0
"RXNORM:1551291","dulaglutide",0.0113889140132131,-0.018402465866105,0.0057829397667325,0
"RXNORM:17384","aluminum hydroxide/magnesium carbonate",0.0048466181040694,-0.00911924967181721,0,0
"RXNORM:17767","amlodipine",-0.00918698129078977,0.0795903234675441,0,0.0554243145078743
"RXNORM:1813","levobunolol",0.00406644508983758,-0.0114514515551087,0,0
"RXNORM:1841","butorphanol",0,-0.00435791470648835,0,0
"RXNORM:19143","beta carotene",0.00173715847947901,-0.00460395160159333,0,0
"RXNORM:19484","bisoprolol",-0.000127249601514268,0.104029388765709,0,0.0837958148895723
"RXNORM:19685","bretylium",0,0,0,0
"RXNORM:20012","cadexomer iodine",0.00617642577105794,-0.0423584837688564,0,0
"RXNORM:2019","carbidopa",0.00287433716363839,-0.00859974903524519,4.43029516510642e-05,0
"RXNORM:214181","acetaminophen/diphenhydramine",0,0,0,0
"RXNORM:214212","amiloride/hydrochlorothiazide",0,0,0,0
"RXNORM:214336","caffeine/ergotamine",0,0,0,0
"RXNORM:214617","hydrochlorothiazide/irbesartan",0,-0.0101552638279384,0,0
"RXNORM:216525","dexamethasone/neomycin/polymyxin b",0,-0.0168842880766701,0,0
"RXNORM:2239","cephradine",0.00356362145702162,0,0.0143714668343577,0
"RXNORM:236809","ginkgo",3.49900343234869e-05,0,0.00258246175410285,0
"RXNORM:2404","chlorpropamide",0.00235812273636083,-0.00810389648988622,0,0
"RXNORM:24941","ferrous fumarate",0.00224648363281529,0.00508725389109131,0,0
"RXNORM:2496","chromium",0.00182056612970478,0,0.00416013561162828,0
"RXNORM:2598","clonazepam",-0.00110755961207724,0.0768803942051105,0,0.0454722441667262
"RXNORM:2635","coal tar",0.00265411752186653,-0.0325585966183614,0,0
"RXNORM:275635","desloratadine",0.00313155425211139,0.00716482502398271,0,0
"RXNORM:27712","invert sugar",0,0,0,0
"RXNORM:279645","almotriptan",0.00106815277455048,0.00153931982960415,0,0
"RXNORM:281","acyclovir",-0.000662994132695917,0.0961486592699419,0,0.0934981268004209
"RXNORM:284640","lopinavir/ritonavir",0.00148219970825149,0.0990353273140857,0,0.0908886467222845
"RXNORM:30125","modafinil",-0.000498565707763384,0.053534868755231,0,0.042228959748613
"RXNORM:321064","olmesartan",-6.33038418173987e-05,0.30525082459802,0,0.273354211383838
"RXNORM:324050","meningococcal b",0,0,0,0
"RXNORM:3254","desonide",0.000180249344055297,0.132607557479277,0,0.100060574016704
"RXNORM:325646","aliskiren",0.0072931350283429,-0.00647079846563125,0.00349313062956922,0
"RXNORM:32968","clopidogrel",-0.00553029684966145,0.0596234848498531,0,0.0416658727413014
"RXNORM:33738","pioglitazone",-0.00332549158420835,0.0535798776036549,0,0.0398900409263404
"RXNORM:341248","ezetimibe",-0.00241187728422777,0.0672524151420314,0,0.0880102143591769
"RXNORM:3418","dihydroergotamine",0.00355147759852378,-0.00878755917500061,0,0
"RXNORM:343047","atazanavir",-0.00118033174663802,0.101273662323476,0,0.100212520799755
"RXNORM:352362","tramadol/acetaminophen",0,0,0.00148103457556135,0
"RXNORM:35829","ranolazine",-0.000867495380254402,0.072221148943003,0,0.053479355516063
"RXNORM:3626","domperidone",0,0,0,0
"RXNORM:38866","trolamine salicylate",0.00443773650398371,-0.0311525989655501,0,0
"RXNORM:404773","amlodipine/atorvastatin",0,0,0.0141464390150081,0
"RXNORM:4135","ethosuximide",0,0,0,0
"RXNORM:43611","latanoprost",-0.00342413025626565,0.104983939926033,0,0.0534925611160019
"RXNORM:4419","fish oil",-0.00317944828585882,0.0603797276187436,0,0.0468407952135023
"RXNORM:4500","flurandrenolide",0.00376378416183761,-0.0108175955287288,0,0
"RXNORM:4502","flurbiprofen",0.000891599338374558,0.00199116337364335,0,0
"RXNORM:465711","ciprofloxacin/hydrocortisone",0,0.0047258867007235,0,0
"RXNORM:52175","losartan",-0.00374686106254456,0.074545530519729,0,0.0721967006029
"RXNORM:5293","hexachlorophene",0,0,0,0
"RXNORM:5764","indapamide",0.00442710585222554,-0.00668730686288076,0,0
"RXNORM:611854","chlordiazepoxide/clidinium",0.0029065892945091,-0.017424720701083,0,0
"RXNORM:6135","ketoconazole",-0.00175152447343011,0.0672090367983452,0,0.0577071208704907
"RXNORM:6404","linseed oil",0.021163073213317,0,0.0249639730086055,0
