"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"CCS:100","endoscopy and endoscopic...tract",0.022449915098795,0.0172542422328056,0.00666752410232947,0
"CCS:119","oophorectomy, unilateral and bilateral",0.0494131629378316,0.0827041144927938,0.0480742143227006,0.0919159530376248
"CCS:120","other operations on ovary",0.0236092522092158,0,0.0300865665575467,0
"CCS:123","other operations on fallopian tubes",0.0526253420491903,0.0708638752915486,0.0234421906187224,0.0720376791721203
"CCS:124","hysterectomy, abdominal and vaginal",0.0283143089331687,0.0388027049694655,0.00776540160785908,0.0458444331314043
"CCS:125","other excision of cervix and uterus",0.0315323108471089,0.0447834778557881,0.0198779009851884,0.0525895955008708
"CCS:127","dilatation and curettage...abortion",0,0,0.0238885592562651,0
"CCS:128","diagnostic dilatation and curettage d&c",0,0,0.0145490506544217,0
"CCS:130","other diagnostic procedures, female organs",0.0450967568184445,0.0231680084687906,0.0215903907353854,0.0102995541639653
"CCS:131","other non-or therapeutic procedures, female organs",-0.00457591266573015,0.0305696045650829,0.0092020101947214,0.04685227274454
"CCS:132","other or therapeutic procedures, female organs",0.00993479665715749,0.0212694046110387,0.0317515552914282,0.0360662308680201
"CCS:156","injections and aspirations...tissue",0.0359104376248483,0.0256755383342438,0.0254944192886624,0
"CCS:179","ct scan abdomen",0,0,0,0
"CCS:182","mammography",0,0,0.0196624370931638,0.0150024471119382
"CCS:197","other diagnostic ultrasound",0.0162724028992134,0.0101159833716458,0.026609857500699,0
"CCS:200","nonoperative urinary system measurements",0.0291964032332755,0.013194844998263,0.0276175012860177,0
"CCS:206","microscopic examination bacterial...toxicology",0,0,0,0
"CCS:234","pathology",0,0,0,0
"CCS:237","ancillary services",0,0,0,0
"CCS:243","dme and supplies",0.00921332749816383,-0.00193594141277354,0,0
"CCS:80","appendectomy",0.0248973482997017,0.000901052956730158,0.0215564157907734,0
"CCS:87","laparoscopy",0.0594047050599064,0.0667264809796237,0.0333376109023054,0.0664650084567503
"CCS:90","excision, lysis peritoneal adhesions",0.0239382901655178,0.0248759652266742,0.0171818841487478,0.0132504423993135
"CCS:97","other gastrointestinal diagnostic procedures",0,0,0.000875662038887623,0
"LOINC:11277-1","epithelial cells.squamous",0.00483878763184587,0.0042879545972148,0,0
"LOINC:11597-2","treponemal abs group:ftab",0,0,0,0
"LOINC:13658-0","urobilinogen - ua group:ua-urobi",0,0,0,0
"LOINC:13945-1","erythrocytes",0,0,0,0
"LOINC:15152-2","bili conjugated group:cbili",0,0,0.0040159715536958,0
"LOINC:15153-0","bili unconjugated group:ubili",0,0,0.0105995428231223,0
"LOINC:16280-0","human papilloma virus dna",-0.0112260040533129,0.0227437874063598,0,0.0273508027638155
"LOINC:1753-3","protein - ua group:ua-alb",0,0,0,0
"LOINC:19080-1","choriogonadotropin",0,0.0222111360057426,0,0.0148197744073908
"LOINC:2006-5","ca125 group:ca125",0,0,0.0153356284962249,0
"LOINC:20408-1","leukocyte esterase, ur group:ua-wbc",0,0,0,0
"LOINC:20409-9","blood - ua group:ua-bld",0,0,0,0
"LOINC:20455-2","leukocytes",0,0,0,0
"LOINC:20505-4","bilirubin - ua group:ua-bili",0,0,0,0
"LOINC:2106-3","choriogonadotropin pregnancy test",0.0670839671410968,0.0081313666434282,0.0629584980117098,0
"LOINC:2110-5","choriogonadotropin.beta subunit pregnancy test",0.00488209682380189,0.0156607811255922,0,0.0063213660002498
"LOINC:2118-8","hcg-qual group:hcg,ql",0.0449063638575037,0,0.0422405618020096,0
"LOINC:2119-6","hcg-quant group:hcg,qt",0.0446591356427328,0,0.0478719847860151,0
"LOINC:21198-7","hcg, beta miu/ml group:bhcg",0.014264719439484,0,0.0111228505828361,0
"LOINC:21416-3","gc dna group:ngon-dna",0.0122490736254285,0,0.00373481110014812,0
"LOINC:21613-5","c. trachomatis dna group:chlmtdna",0,0,0,0
"LOINC:2191-5","dhea sulfate group:dheas",0,0,0,0
"LOINC:2196-4","dhea group:dhea",0.0100338610163583,0,0.0158560071493363,0
"LOINC:2243-4","estradiol",0,0,0.0022068218359861,0
"LOINC:2286-3","fsh group:fsh,ch",0,0,0.019582142020409,0
"LOINC:2349-9","glucose - ua group:ua-gluc",0,0,0,0
"LOINC:24111-7","neisseria gonorrhoeae dna",0,0,0,0.00929959513115501
"LOINC:24124-0","casts",0.00493308118776572,0.00539312638963708,0,0
"LOINC:2514-8","ketones",0,0,0,0
"LOINC:25145-4","bacteria",0,0,0,0
"LOINC:25162-9","hyaline casts",0,0,0,0
"LOINC:2579-1","lh group:lh,chm",0,0,0.00661196238031683,0
"LOINC:2839-9","progesterone group:prog",0,0,0,0
"LOINC:2842-3","prolactin",0,0,0.000585411630605685,0
