"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"CCS:1","incision and excision of cns",0.0800896174375063,0.0718842823812335,0.0782344105719346,0.0663591697680936
"CCS:177","computerized axial tomography ct scan head",0.00464668885593795,0.00241506534414801,-0.00142444531623274,0
"CCS:183","routine chest x-ray",0,0,0,0
"CCS:192","diagnostic ultrasound of head and neck",0.00948072658040662,-0.00329289367062846,0.018315089110554,0
"CCS:199","electroencephalogram eeg",0.00944256317833822,0.0182030949037987,0.0175970176503903,0.0194773665392117
"CCS:2","insertion, replacement, or...shunt",-0.0137655939764864,-0.0127546381175226,-0.0382170319505871,0
"CCS:205","arterial blood gases",0.0136399234048276,-0.0151211319294505,0.00539543595926236,0
"CCS:215","other physical therapy and rehabilitation",0.00539814449211857,-0.00394910659944035,0.0111244825676418,0
"CCS:216","respiratory intubation and mechanical ventilation",0,0,0.00486921241091398,0
"CCS:34","tracheostomy, temporary and permanent",0.00552991265524762,0.00786610768263769,0.0134905886822347,0
"CCS:4","diagnostic spinal tap",-0.0446469572670913,0.0298995101479874,0,0.0274981016295168
"CCS:54","other vascular catheterization, not heart",0,0,0.00731896530267766,0
"CCS:59","other or procedures on vessels of head and neck",0,0,-0.0133767871524121,0
"CCS:71","gastrostomy, temporary and permanent",-0.00632637531856006,0.0181032114708246,0,0.00137962974164834
"LOINC:10328-3","csf lymphs group:clymph",0,0,-0.000659498596483157,0
"LOINC:10329-1","csf monos group:cmonos",0,0,0.00570779025929487,0
"LOINC:10333-3","csf turbidity group:cturb",0,0,0.0792125379533478,0
"LOINC:10335-8","color",0.00462421881051451,-0.00299917002504703,1.73845956209073e-05,0
"LOINC:11135-1","xanthochromia group:xantho",0,0,0.0106065131335171,0
"LOINC:11555-0","base excess",0.0305116410810142,0.00290648238290218,0.0406212263684428,0
"LOINC:11556-8","oxygen",0.0270108957174951,0.00182077461328818,0.0187582796443214,0
"LOINC:11558-4","ph",0,0,0,0
"LOINC:12208-5","csf eos group:ceos",0.0322402883871334,0,0.00544679702720863,0
"LOINC:12235-8","microscopic sediment group:mic-sed",0,0,0.0232548301419379,0
"LOINC:12278-8","csf bands group:cbands",0.00853775016493368,0,0.00308077420949073,0
"LOINC:13508-7","csf mhct group:cmhct",0.0685158496900364,0,0.0212553552617866,0
"LOINC:13516-0","csf neuts group:cneut",0.00908979231066794,0,0.00419756238071276,0
"LOINC:13517-8","csf reactive lymphs group:creact",0,0,0.00630001114292379,0
"LOINC:13519-4","csf basos group:cbaso",0.00366636922856636,0,0.013912537139886,0
"LOINC:13523-6","csf other hematic group:cother",0.113928123214476,0,0.118782168814693,0
"LOINC:13525-1","csf non-hematic group:cnohem",0,0,0.00641441192025835,0
"LOINC:13527-7","csf unidentified group:cunid",0.000166010026249041,0,0.011828548616949,0
"LOINC:13529-3","csf nrbc group:cnrbc",0,0,0.00868246711912802,0
"LOINC:1839-0","ammonia group:nh3",0,0,0.0298115686235006,0
"LOINC:1959-6","unspecified hco3 group:hc03",0.00978535894462282,0,0.0207569404166138,0
"LOINC:19994-3","oxygen/inspired gas setting",0,0,0,0
"LOINC:2019-8","arterial pco2 group:apco2",0,0,0.000355749540481968,0
"LOINC:20569-0","ck-mb% group:%ckmb",0.000195366747506196,0,0.0196626616365858,0
"LOINC:2158-4","ck-mb index group:ckmbri",0.00159492616799874,0,0.0032645823288039,0
"LOINC:21747-1","igh gene analysis group:ighrr",0,0,0.0265456260785964,0
"LOINC:2342-4","csf glucose group:csf-glu",0,0,-0.0232140485820739,0
"LOINC:2350-7","urine glucose group:uglu",0.019845223175351,0,0.0407017214296238,0
"LOINC:2528-8","csf ldh group:csf-ldh",0,0,0.0201129901875142,0
"LOINC:2614-6","methemoglobin/hemoglobin.total",0,0,0,0
"LOINC:2692-2","osmolality",0.00289899808750092,-0.0025616985834237,-0.0019097515872275,0
"LOINC:2695-5","osmolality",0.0179361737552681,0.00349608705701595,0.0274448791011095,0
"LOINC:2703-7","arterial po2 group:apo2",0,0,-0.00874052702408548,0
"LOINC:2714-4","oxyhemoglobin/hemoglobin.total",0,0,0,0
"LOINC:2744-1","arterial ph group:aph",0.0097305030296857,0,0.0259200737213532,0
"LOINC:2880-3","csf total protein group:csf-tp",0,0,-0.0146978420324088,0
"LOINC:2955-3","urine sodium group:una",0,0,0.0268130342859649,0
"LOINC:3151-8","fio2 group:fio2",0.0111833278820935,0,0.0128239821583998,0
"LOINC:32363-4","jc pml virus dna group:jcdna",0,0,0.023213418439096,0
"LOINC:35616-2","lorazepam group:lor",0,0,0.0274729670603633,0
"LOINC:35631-1","phenobarbital group:pheno",0.107864900291769,0,0.0530998573628015,0
