"Variable","Description","Integrative_Estimator_RPDR","Integrative_Estimator_VA","Local_Estimator_RPDR","Local_Estimator_VA"
"CCS:1","incision and excision of cns",-0.00210789529761188,0.0625961446399774,0,0.0591956259707646
"CCS:183","routine chest x-ray",0.0182973190642465,-0.0200988805223301,0.0126779107231005,-0.0159803531750896
"CCS:193","diagnostic ultrasound of heart echocardiogram",0.00011441332968042,-0.000221336688173783,0.000201334088546376,0
"CCS:202","electrocardiogram",0.0253568517115474,-0.0281569012605833,0.0162778977573031,0
"CCS:205","arterial blood gases",0.00811182011006082,-0.0182737149257654,0.00363788571756156,-0.0114555173020079
"CCS:216","respiratory intubation and mechanical ventilation",0.0244168018844828,-0.00734729139081721,0.0229873721946317,0.00735131162133569
"CCS:221","nasogastric tube",0.000698469323053863,0.0268451867873659,0,0.054674000127803
"CCS:223","enteral and parenteral nutrition",-4.52914738480795e-05,0.00708175458406372,0,0.0297848256842565
"CCS:34","tracheostomy, temporary and permanent",-0.00170260005891792,0.0195644494821246,0,0.0532129873632022
"CCS:37","diagnostic bronchoscopy and biopsy of bronchus",-0.00341839054493962,-0.0212059094339142,0,-0.017538237472342
"CCS:39","incision of pleura, thoracentesis, chest drainage",0,0,0,0.0139114509403665
"CCS:56","other vascular bypass and shunt, not heart",0.00190264245012501,-0.00240897014350358,0.00867951834616219,0
"CCS:71","gastrostomy, temporary and permanent",0.00139148502755201,0.0294531766089538,0,0.0416529182041696
"CCS:72","colostomy, temporary and permanent",0.00935594965289276,0.0106324463335134,0.0173178612754217,0.0266053942452223
"CCS:73","ileostomy and other enterostomy",0,0,0,0.0130321584976554
"CCS:74","gastrectomy, partial and total",0.00361072155045197,0.074277363712049,0,0.0913134509469294
"CCS:75","small bowel resection",0.00377301167650387,0.00887237862988901,0,0.0282431116907705
"CCS:78","colorectal resection",-0.000367356205732009,0.0468788413562237,0,0.0597335423324767
"CCS:80","appendectomy",-0.00189863651868164,0.0573722183431279,0,0.0554800495822613
"CCS:84","cholecystectomy and common duct exploration",-0.00545501809473549,0.032515426465876,0,0.0528810940235022
"CCS:86","other hernia repair",-0.000658747395482443,0.00403456472015681,0,0.00668617641417389
"CCS:89","exploratory laparotomy",0.00465643285036015,-0.0137711536424623,0,-0.010335834389191
"CCS:90","excision, lysis peritoneal adhesions",-0.0012252006109488,0.046428008758618,0,0.048429571475001
"CCS:93","other non-or upper gi therapeutic procedures",-0.000708355109255527,0.00410832262862662,0,0.0149248889414244
"CCS:94","other or upper gi therapeutic procedures",0.000369411039909325,0.00181047268271882,0,0.00286168014321773
"CCS:96","other or lower gi therapeutic procedures",0,0,0,0.0168044509732786
"CCS:99","other or gastrointestinal therapeutic procedures",0.000402613182829345,-0.00417890448221233,0,0.000213935711997517
"LOINC:10378-8","polychromasia",0.00955289932871633,-0.00960113194768308,0.00182836631474337,0
"LOINC:10466-1","anion gap 3",0.00673375490028633,-0.00583362692070319,0.00752526145699711,0
"LOINC:10839-9","troponin-i group:trop-i",0.0231449356369616,0,0.0323758554972443,0
"LOINC:11039-5","c-reactive protein group:crp",0.00754534595302821,0,0.0151774091313797,0
"LOINC:11225-0","porphyrins, urine group:uporph",0,0,0,0
"LOINC:11277-1","epithelial cells.squamous",0.00574263136755814,-0.0179479487188156,0,0
"LOINC:11554-3","magnesium group:mg",0,0,0.00583365902272531,0
"LOINC:11555-0","base excess",0,0,0,0.00168943286455526
"LOINC:11556-8","oxygen",-0.00744287457829029,-0.0324339222947733,0,-0.0336741408991197
"LOINC:11557-6","unspecified pco2 group:bpco2",0,0,0.0154790578127494,0
"LOINC:11558-4","ph",0.0398154450417069,0.0170507989166375,0.010678426833268,-0.0055414245263025
"LOINC:12272-1","viral ag panel group:virag",0,0,0.00952503263701633,0
"LOINC:13063-3","plt ab drug induced group:pltds",0,0,0.00864750257052139,0
"LOINC:13327-2","parainfluenza virus ag",0.00465104137817385,-0.00763161178824893,-0.00109286023046354,0
"LOINC:14338-8","prealbumin group:prealb",0.0145661198433604,0,0.0238443757432044,0
"LOINC:14979-9","coagulation surface induced",0,0,0,-0.0218694969683098
"LOINC:15388-2","mycoplasma culture group:mycopcx",0,0,0.00177738549683267,0
"LOINC:17302-1","mycoplasma abs group:mycpnab",0,0,0.015679710810427,0
"LOINC:17790-7","lshift group:lshift",0.0323084947596811,0,0.032700771930208,0
"LOINC:17817-8","g-globulin, urine group:ugamm",0.00123627564491124,0,0.0125037368531521,0
"LOINC:1798-8","amylase",0,0,0,0.00752075345493901
"LOINC:1925-7","arterial hco3 group:abasex",0.064455359497195,0,0.0396334031571704,0
"LOINC:1994-3","ionized calcium group:ic",0.00117153478553733,0,0.00672233588054169,0
"LOINC:2000-8","calcium group:ca",0,0,0.00880478814483183,0
"LOINC:20453-7","epithelial cells",0.00520868360478656,0.000513637747788102,0.00538638583745545,0
"LOINC:20578-1","vancomycin group:unvanc",0.0131764706280105,0,0.0167889991255388,0
"LOINC:2069-3","chloride, whole bld/plasma group:wbcl",0,0,0.00461775906161059,0
"LOINC:2157-6","cpk group:cpk",0.00349462169223821,0,0.00734337316920047,0
"LOINC:23301-5","mycoplasma dna group:mycdnastn",0,0,0.0108946883362454,0
"LOINC:2341-6","glucose poc group:glu-poc",0.00296209044654899,0,0.0144205387557131,0
"LOINC:24011-9","hcv ab bands riba group:hcvbnd",0,0,0.00568127484065258,0
"LOINC:24124-0","casts",0.00333163095083364,-0.00132284054926139,0.00543299284518247,0
"LOINC:25474-8","metanephrines group:metneph",0,0,0.0101833669231156,0
"LOINC:2639-3","myoglobin",0.005478190370695,0.00584590986308418,0.00671597013602824,0
"LOINC:2640-1","urine myoglobin group:umyo",0,0,0.0258584033498095,0
"LOINC:2692-2","osmolality",0.00831451804654872,-0.0153830802594247,0.000598534485679965,0
"LOINC:2703-7","arterial po2 group:apo2",0.0142274964975945,0,0.0125008123450851,0
"LOINC:2713-6","oxygen saturation",0.0230481239396642,-0.0013144740360358,0.0182490220164864,-0.00672590593026311
"LOINC:28545-2","mucus group:uas-muc",0,0,0.004243096432892,0
"LOINC:2940-5","serotonin group:sero",0,0,0,0
"LOINC:2947-0","na - pl group:na-pl",0,0,-0.0129225865684179,0
"LOINC:3040-3","triacylglycerol lipase",0,0,0,-0.00496102054424905
"LOINC:3126-0","adhvasopressin group:adh",0,0,0.00979546072052279,0
"LOINC:3179-9","bleeding time group:bt",0,0,0.0150417211101451,0
"LOINC:32788-2","lob index group:lobindx",0,0,0.0166217015158151,0
"LOINC:3320-9","amikacin group:unamik",0.00127161772804832,0,0.0156168278706507,0
"LOINC:34713-8","clostridium difficile toxin a+b",0,0.0180734767036934,0,0.000436534030515713
"LOINC:3665-7","gentamicin",-0.00169519154930563,0.0351422933832181,0,0.0215780326781982
"LOINC:38459-4","crystals, urine group:uas-crys",0.00960272673039119,0,0.0133811424163373,0
"LOINC:4049-3","theophylline",0,0.0118471459096175,0,0.0168584427286942
"LOINC:5631-7","copper ug/l group:copper",0,0,0.00838783866166045,0
"LOINC:5834-7","adenovirus ag",0,0,0.00162701145172397,0
"LOINC:5871-9","parainfluenza 2 ag group:para2",0,0,0.0106305154340199,0
"LOINC:5898-2","ptt group:ptt",0,0,0.000962104635018603,0
"LOINC:5902-2","coagulation tissue factor induced",0.0140515257252523,-0.0135451817460797,0.00278460489479549,0
"LOINC:5905-5","monocytes - auto group:monos",0.00347051964095381,0,0.000172001493154091,0
"LOINC:6298-4","k - pl group:k-pl",0.014886243929598,0,0.0305918129936331,0
"LOINC:6301-6","pt-inr group:pt-inr",0,0,0.00749563843169639,0
"LOINC:6773-6","ck-mb quant group:cpk-mb",0.0131911067349967,0,0.0116098412926641,0
"LOINC:704-7","abs basos auto group:abasos",0.0162778352217,0,0.00327744480103307,0
"LOINC:706-2","basophils - auto group:basos",0.0014613859312123,0,0.00170903999409366,0
"LOINC:731-0","abs lymphs auto group:alymphs",0.0090413343900048,0,0.00740618639712237,0
"LOINC:732-8","abs lymphs manual group:alymph",0.000293284427837259,0,0.000502914325873615,0
"LOINC:735-1","atypical lymphs group:atyps",0.00422750021348602,0,0.00478696431892757,0
"LOINC:736-9","lymphocytes - auto group:lymphs",0.000342489355,0,0.00329326636077209,0
"LOINC:737-7","lymphocytes - manual group:lymph",0.00483381428865924,0,0.00253664421232422,0
"LOINC:740-1","metamyelocytes/100 leukocytes",0.00345859953779626,-0.0128682976667335,0,-0.00302759799840223
"LOINC:742-7","abs monos auto group:amonos",0.000812408532853539,0,0.00981672114992121,0
"LOINC:743-5","abs monos manual group:amono",0,0,0.000577609861584216,0
"LOINC:744-3","monocytes - manual group:mono",0.00293708243646384,0,0.00226616744132474,0
"LOINC:752-6","abs neuts auto group:aneuts",0,0,0.000726130961395589,0
"LOINC:753-4","abs neuts manual group:aneut",0,0,2.01858099841562e-05,0
"LOINC:769-0","neutrophils - manual group:poly",0,0,0.0045760018577438,0
"LOINC:770-8","neutrophils - auto group:polys",0,0,0.00243072905873118,0
"LOINC:774-0","ovalocytes",0.00329690916573617,0.00179332972861337,0.00349582166666176,0
"LOINC:779-9","poikilocytosis",0.00363419952722643,-0.00409188424721488,0.0047561164461983,0
"LOINC:802-9","spherocytes",-0.00379670343235686,0.0288824976346639,0,0.0425875293227676
"LOINC:8246-1","amorphous sediment",0.0122930354042335,-0.00436016134356963,0.0104342739624754,0
"LOINC:9317-9","plt estimate group:pltest",0.000421405991028178,0,0.00123555124077165,0
"LOINC:9439-1","casts /hpf group:casts",0.0197566851584927,0,0.0174022690804202,0
"LOINC:X1002-1","unspec urine glu group:u/uglu",0,0,0.00542956899080928,0
"LOINC:X1003-2","unspec urine phos group:u/up",0,0,0.00462268255428415,0
"LOINC:X1007-6","unspec urine mg group:u/umg",0,0,0.00123246479873192,0
"LOINC:X1379-7","misc test, csf group:misccsf",0,0,0.00199942040179101,0
"LOINC:X1727-7","glucose poc group:glu-poc",0,0,0.000191994214554049,0
"LOINC:X2046-1","bone marrow biopsy group:bmbiopsy",0,0,0.00444724133320613,0
"LOINC:X3012-1","inhibitors screen group:inhibscr",0,0,0.0227255269701832,0
"Other lab:1000000277","so2",0,0.0837923523181551,0,0.0944583610991793
"Other lab:1000008020","zztropi",0,0.0436041732900125,0,0.0483632631039653
"Other lab:1000010933","zzfio2",0,0.0945920861040846,0,0.0638085882847357
"Other lab:1000026707","zzpco2",0,0.00199834556357651,0,0.0527376371212081
"Other lab:1000029031","zz o2 sat",0,2.08645825240423e-05,0,0.000246678591841515
"Other lab:1000032001","paco2",0,0.0601826509961991,0,0.0785694447849588
"Other lab:1000035540","hbco",0,0.0780089184648559,0,0.0369583017920351
"Other lab:1000039925","methb",0,0.00203439945904853,0,0.0238255000854654
"Other lab:1000040905","po2-rc",0,0.000492778843996751,0,-0.005305576423292
"Other lab:1000042269","pao2",0,0.000484483386036315,0,-0.000569431033829902
"Other lab:1000044778","pco2",0,0.0549058842773667,0,0.0532061375240108
"Other lab:1000045183","zzo2ct",0,0.00261514921592351,0,0.0430536580491912
"Other lab:1000050604","so2 i-s",0,0.0641073720686147,0,0.0843032767627784
"Other lab:1000055174","zzhbco",0,1.6492453269156e-05,0,-0.000598083836078899
"Other lab:1000060401","zzpo2",0,0,0,-0.0424499565497763
"Other lab:1000060587","po2 i-s",0,0,0,0.00045780131858842
"Other lab:1000063731","sao2",0,0,0,-0.00162884328086246
"Other lab:1000067363","fio2",0,0.0636105191415392,0,0.0397974711527219
"Other lab:1000067444","pco2",0,0.00984323385255383,0,0.0356259487971763
"Other lab:1000073734","pco2-rc",0,0,0,-2.81385220465068e-05
"Other lab:1000074247","t.p.",0,0.0647692547391034,0,0.0572580547437748
"Other lab:1000075289","fio2 i",0,0.00110570513662789,0,0.0232245846779303
"Other lab:1000076175","pco2i-s",0,0,0,-0.0231548329001987
"Other lab:1200000025","hbo2",0,0.103746692090671,0,0.140143303117145
"Other lab:1200000049","hbco",0,3.89191755660682e-17,0,0
"Other lab:1200000361","a/a",0,0.0645056370083289,0,0.0249621073575508
"Other lab:1200001039","segs",0,0.0281616977029101,0,0.0166580918813929
"Other lab:1200002163","atyp-ly",0,0.0177430879729337,0,0.0249930372435074
"Other lab:1200002182","i-ionca",0,0.143012700920339,0,0.154813047641697
